Product_ID,N° Order,Marque,Nom de modèle,Device Type,Device Catégorie,Data Entry,DATE,Lien Référence,photos,released date,released date New,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPU,Internal_memory,Technologie cellulaire,NFC,OS,Primary_camera,ram,Secondary_camera,SIM,USB,WLAN,Dual SIM,Images,Photos Status,Device Availability,Device Status,send date,Type de mémoire flash,Capacité de stockage de la mémoire,Compatibilité du périphérique,Caractéristique spéciale,Vitesse de lecture,Dimensions du produit,Poids du produit,Couleur,Type de casque,Technologie de connectivité,Matériau,Distance focale,Composants inclus,Tension d'entrée,Nombre total de ports USB,Puissance,Technologie de communication sans fil,Composants inclus.1,Tranche d'âge (description),Style,Screen Size,Special Feature,Shape,Target Audience,Compatible Devices,Distance focale.1,Capacité de la batterie,Usages recommandés pour le produit,Composition de la pile,Source d'alimentation,Vitesse d'écriture,Modèles de téléphones compatibles,Type de fixation,Type de câble,Genre du connecteur,Type de haut-parleur,Type de contrôleur,Niveau de résistance à l'eau,Longeure du cable (Mettre),Liens photos,Audit,date,translation en arabe,date translation,Commity Meeting,Validation Date,Status,Commity Meeting.1,Validation Date.1,Refference,"Marque,Nom de modèle,Device Type,photos,released date,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPS,GPU,Internal_memory,Memory_card,Technologie cellulaire,NFC,OS,Primary_camera,ram ,Secondary_camera,SIM,USB,WLAN",Responsable,Utilisateurs,Price_DZD
DJZ-00202,202.0,HUAWEI,Huawei ENJOY 9 PLUS,Smartphone,Smartphone,,,https://cdn-files.kimovil.com/default/0002/61/thumb_160460_default_big.png,202- Huawei ENJOY 9 PLUS.jpg,"2018 , octobre",2018-10-01,4000 mAh,"4.2, A2D", Huawei HiSilicon Kirin 710,4x Cortex•A73 2.2 GHz + 4x Cortex•A53 1.7 GHz,162.40 x 77.10 x 8.05 mm,1080 x 2340 px ,6.50,LCD IPS,ARM Mali-G51 MP4,"64 GB, 128 GB",4G,No,Android 8.1,  dual 13-megapixel (f/1.8) + 2-megapixel,"4 GB, 6 GB",dual 16-megapixel (f/2.0) + 2-megapixel,Nano SIM,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,202- Huawei ENJOY 9 PLUS.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn-files.kimovil.com/default/0002/61/thumb_160460_default_big.png,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,432.0,"37,300 DZD"
DJZ-00203,203.0,HUAWEI,HUAWEI Y6 PRO 2017,Smartphone,Smartphone,,,https://images.frandroid.com/wp-content/uploads/2019/04/huawei-y6-pro-2017.png,203- HUAWEI Y6 PRO 2017.jpg,"2017 , septembre",2017-09-01,3020 mAh,4.1_A2DP_LE,Qualcomm Adreno 308,Quad-core,"143,5 x 71 x 8,05 mm",720 x 1280 px,5 Pouces,LCD,Adreno 308,16 GB,4G,No,Android 7.0,"Single 13 MP, flash, autofocus, PDAF",2 GB,"Single 5 MP, flash,",Nano SIM,MicroUSB,Wi-Fi 802.11 a/b/g/n,Y,203- HUAWEI Y6 PRO 2017.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.frandroid.com/wp-content/uploads/2019/04/huawei-y6-pro-2017.png,OK,2023-11-14,OK,2023-11-23,,,,,,frandroid.com,,Hayet. KEIDA,0.0,"17,600 DZD"
DJZ-00204,204.0,HUAWEI,Huawei Honor 9 lite,Smartphone,Smartphone,,,https://fdn2.mobgsm.com/vv/pics/huawei/huawei-honor-9-lite-1.jpg,204- Huawei Honor 9 lite.jpg,"2017, December",2017-12-01,3000 mAh,"4.2, A2DP, LE",Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),151 x 71.9 x 7.6 mm (5.94 x 2.83 x 0.30 in),1080 x 2160 px,5.65 Pouces,IPS LCD,Mali-T830 MP2,"32 GB, 64 GB",4G,Yes,Android 8.0,"Dual 13 MP, PDAF","3 GB, 4 GB",Dual 13 MP,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,204- Huawei Honor 9 lite.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.mobgsm.com/vv/pics/huawei/huawei-honor-9-lite-1.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,340.0,"23,900 DZD"
DJZ-00205,205.0,HUAWEI,Huawei Honor 6X,Smartphone,Smartphone,,,https://images.frandroid.com/wp-content/uploads/2019/04/honor-6x.png,205- Huawei Honor 6X.jpg,"2016, October",2016-10-01,3340 mAh,"4.1, A2DP, EDR, LE",Kirin 655 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),,1080 x 1920 px,5.5 Pouces,IPS LCD,Mali-T830MP2,"32 GB, 64 GB",4G,No,Android 6.0,"Dual 12 MP, 1/2.9"", 1.25µm, PDAF","3 GB, 4 GB",Single 8 MP,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,205- Huawei Honor 6X.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.frandroid.com/wp-content/uploads/2019/04/honor-6x.png,OK,2023-11-14,OK,2023-11-23,,,,,,frandroid.com,,Hayet. KEIDA,330.0,"20,600 DZD"
DJZ-00206,206.0,Realme,Realme C21Y,Smartphone,Smartphone,,,https://www.prixalgerie.com/wp-content/uploads/2021/12/realme-c21y-prix-algerie.jpeg,206- Realme C21Y.jpg,"2021, July 02",2021-07-02, 5000 mAh,"5.0, A2DP, LE",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),720 x 1600 px,6 Pouces,"IPS LCD, 400 nits (typ)",Mali-G52 MP2,"32 GB, 64 GB",4G,No,Android 11.0,"Dual 13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF","3 GB, 4 GB","Single 5 MP, f/2.2, (wide), 1/5.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,Y,206- Realme C21Y.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.prixalgerie.com/wp-content/uploads/2021/12/realme-c21y-prix-algerie.jpeg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,6809.0,"34,200 DZD"
DJZ-00207,207.0,Realme,Realme C25Y,Smartphone,Smartphone,,,https://webstar-electro.com/documents/document_service_8256210_632_5_270095627.jpg,207- Realme C25Y.jpg,"2021, September 16",2021-09-16, 5000 mAh,"5.0, A2DP, LE",Unisoc T610 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),720 x 1600 px,6 Pouces,"IPS LCD, 420 nits (typ)",Mali-G52 MP2,"64 GB, 128 GB",4G,No,Android 11.0,"Triple 50 MP, f/1.8, 26mm (wide), PDAF",4 GB,"Single 8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,Wi-Fi 802.11 b/g/n,Y,207- Realme C25Y.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://webstar-electro.com/documents/document_service_8256210_632_5_270095627.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,WEBSTAR,,Hayet. KEIDA,4403.0,"26,100 DZD"
DJZ-00208,208.0,Realme,Realme C21,Smartphone,Smartphone,,,https://mobizil.com/wp-content/uploads/2021/03/Realme-C21-2.jpg,208- Realme C21.jpg,"2021, March 05",2021-03-05, 5000 mAh,"5.0, A2DP, LE",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),165.2 x 76.4 x 8.9 mm (6.50 x 3.01 x 0.35 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 400 nits (typ",PowerVR GE8320,"32 GB, 64 GB",4G,No,Android 10.0,"Dual 13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF","3 GB, 4 GB","Single 5 MP, f/2.2, (wide), 1/5.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,Y,208- Realme C21.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mobizil.com/wp-content/uploads/2021/03/Realme-C21-2.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,3271.0,"21,900 DZD"
DJZ-00209,209.0,Realme,Realme 8i,Smartphone,Smartphone,,,"https://c0.lestechnophiles.com/images.frandroid.com/wp-content/uploads/2021/10/realme-8i-frandroid-2021-768x768.png?avif=1&resize=580,580&key=c7319aab",209- Realme 8i.jpg," 2021, September 14",2021-09-14, 5000 mAh,"5.1, A2DP, LE",Mediatek Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),164.1 x 75.5 x 8.5 mm (6.46 x 2.97 x 0.33 in),1080 x 2412 px,6.6 Pouces,"IPS LCD, 120Hz, 600 nits (peak)",Mali-G57 MC2,"64 GB, 128 GB",5G,Yes,Android 11.0,"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF","4 GB, 6 GB","16 MP, f/2.1, (wide), 1/3.0"", 1.0µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band",Y,209- Realme 8i.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://c0.lestechnophiles.com/images.frandroid.com/wp-content/uploads/2021/10/realme-8i-frandroid-2021-768x768.png?avif=1&resize=580,580&key=c7319aab",OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,3485.0,"42,800 DZD"
DJZ-00210,210.0,Realme,Realme C35,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/realme-c35.jpg,210- Realme C35.jpg,"2022, February 14",2022-02-14, 5000 mAh,"5.0, A2DP, LE",Unisoc Tiger T616 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.4 x 75.6 x 8.1 mm (6.47 x 2.98 x 0.32 in),1080 x 2408 px,6.6 Pouces,"IPS LCD, 480 nits (typ), 600 nits (HBM)",Mali-G57 MP1,"64 GB, 128 GB",4G,No,Android 11.0,"Triple 50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF","4 GB, 6 GB","Single 8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band",Y,210- Realme C35.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/realme-c35.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,2614.0,"35,800 DZD"
DJZ-00211,211.0,Realme,Realme 8,Smartphone,Smartphone,,,https://hanot.com.dz/wp-content/uploads/2022/11/Resizer_16674749258681.jpeg,211- Realme 8.jpg," 2021, March 25",2021-03-25, 5000 mAh,"5.1, A2DP, LE",Mediatek Helio G95 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),160.6 x 73.9 x 8 mm (6.32 x 2.91 x 0.31 in),1080 x 2400 px,6.4 Pouces,"Super AMOLED, HDR10, 1000 nits (peak)",Mali-G76 MC4,"64 GB, 128 GB",4G,Yes,Android 11.0,"Quad 64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF","4 GB, 6 GB, 8 GB","Single 16 MP, f/2.5, (wide), 1/3.0"", 1.0µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,211- Realme 8.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://hanot.com.dz/wp-content/uploads/2022/11/Resizer_16674749258681.jpeg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,1820.0,"80,300 DZD"
DJZ-00212,212.0,Realme,Realme C11,Smartphone,Smartphone,,,https://www.prixalgerie.com/wp-content/uploads/2021/12/Realme-C11-2021-prixalgerie.jpg,212- Realme C11.jpg," 2020, July 07",2020-07-07, 5000 mAh,"5.0, A2DP, LE, aptX",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),164.4 x 75.9 x 9.1 mm (6.47 x 2.99 x 0.36 in),720 x 1560 px,6.5 Pouces,IPS LCD,PowerVR GE8320,32 GB,4G,No,"Android 10,0","Dual 13 MP, f/2.2, (wide), PDAF","2 GB, 3 GB","5 MP, f/2.4, 27mm (wide)","Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,Y,212- Realme C11.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.prixalgerie.com/wp-content/uploads/2021/12/Realme-C11-2021-prixalgerie.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,1579.0,"22,600 DZD"
DJZ-00213,213.0,Realme,Realme 9i,Smartphone,Smartphone,,,https://fdn2.mobgsm.com/vv/pics/realme/realme-9i-r3.jpg,213- Realme 9i.jpg,"2022, January 10",2022-01-10, 5000 mAh,"5.0, A2DP, LE",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),164.4 x 75.7 x 8.4 mm (6.47 x 2.98 x 0.33 in),1080 x 2412 px,6.6 Pouces,"IPS LCD, 90Hz, 480 nits (typ)",Adreno 610,"64 GB, 128 GB",4G,Yes,"Android 11
","Triple 50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF","4 GB, 6 GB","Single 16 MP, f/2.1, 26mm (wide), 1/3.0"", 1.0µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band",Y,213- Realme 9i.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.mobgsm.com/vv/pics/realme/realme-9i-r3.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,1553.0,"51,700 DZD"
DJZ-00214,214.0,Realme,Realme C12,Smartphone,Smartphone,,,https://webstar-electro.com/documents/document_service_3802960_632_5_575812755.jpg,214- Realme C12.jpg,"2020, August 14",2020-08-14, 6000 mAh,"5.0, A2DP, LE, aptX",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in),720 x 1560 px,6.5 Pouces,IPS LCD,PowerVR GE8320,32 /64 GB,4G,No,Android 10.0,"Triple 13 MP, f/2.2, (wide), PDAF",3  /4GB,"Single 5 MP, f/2.0, (wide)","Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,Y,214- Realme C12.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://webstar-electro.com/documents/document_service_3802960_632_5_575812755.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,WEBSTAR,,Hayet. KEIDA,959.0,"34,200 DZD"
DJZ-00215,215.0,Realme,Realme 6i,Smartphone,Smartphone,,,https://alger-bazar.com/wp-content/uploads/2022/07/Realme-6i.jpg,215- Realme 6i.jpg,"2020, March 29",2020-03-29, 5000 mAh,"5.0, A2DP, LE",Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.4 x 75.4 x 9 mm (6.47 x 2.97 x 0.35 in),720 x 1600 px,6.5 Pouces,IPS LCD,Mali-G52 MC2,"64 GB, 128 GB",4G,Yes,Android 10.0,"Quad 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF","3 GB, 4 GB","Single 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Y,215- Realme 6i.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alger-bazar.com/wp-content/uploads/2022/07/Realme-6i.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,alger-bazar.com,,Hayet. KEIDA,523.0,"24,200 DZD"
DJZ-00216,216.0,Realme,Realme 7 Pro,Smartphone,Smartphone,,,https://alger-bazar.com/wp-content/uploads/2022/07/Realme-7-Pro.jpg,216- Realme 7 Pro.jpg,"2020, September 14",2020-09-14,4500 mAh,"5.1, A2DP, LE",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),160.9 x 74.3 x 8.7 mm (6.33 x 2.93 x 0.34 in),1080 x 2400 px,6.4 Pouces,Super AMOLED,Adreno 618,128 GB,4G,Yes,Android 10.0,"Quad 64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF","6 GB, 8 GB","Single 64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,216- Realme 7 Pro.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alger-bazar.com/wp-content/uploads/2022/07/Realme-7-Pro.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,alger-bazar.com,,Hayet. KEIDA,618.0,"72,400 DZD"
DJZ-00217,217.0,Realme,Realme narzo 50A,Smartphone,Smartphone,,,https://phoneslab.net/algeria/wp-content/uploads/sites/19/2022/04/realme-narzo-50a-prime-1-223x224.jpg,217- Realme narzo 50A.jpg," 2021, October 07",2021-10-07, 6000 mAh,"5.0, A2DP, LE",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),720 x 1600 px,6.51 Pouces,"IPS LCD, 570 nits (HBM)",Mali-G52 MC2,64 GB / 128 GB ,4G,No,Android 11.0,"Triple 50 MP, f/1.8, (wide), PDAF",4 GB,"Single 8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,217- Realme narzo 50A.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://phoneslab.net/algeria/wp-content/uploads/sites/19/2022/04/realme-narzo-50a-prime-1-223x224.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,441.0,"30,600 DZD"
DJZ-00218,218.0,Realme,Realme C31,Smartphone,Smartphone,,,https://phoneslab.net/algeria/wp-content/uploads/sites/19/2022/04/realme-c31-1.jpg,218- Realme C31.jpg," 2022, March 31",2022-03-31, 5000 mAh,"5.0, A2DP, LE",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.7 x 76.1 x 8.4 mm (6.48 x 3.00 x 0.33 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 400 nits",Mali-G57,"32 GB, 64 GB",4G,No,Android 11.0,"Triple 13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, AF","3 GB, 4 GB","Single 5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,Wi-Fi 802.11 b/g/n,Y,218- Realme C31.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://phoneslab.net/algeria/wp-content/uploads/sites/19/2022/04/realme-c31-1.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,0.0,"30,800 DZD"
DJZ-00219,219.0,Realme,Realme c33,Smartphone,Smartphone,,,https://images.frandroid.com/wp-content/uploads/2022/11/realme-c33-frandroid-2022.png,219- Realme c33.jpg,"2022, September 12",2022-09-12, 5000 mAh,"5.0, A2DP, LE",Unisoc Tiger T612 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 400 nits (typ)",Mali-G57,"32 GB, 64 GB, 128 GB",4G,No,Android 12.0,"Dual 50 MP, (wide), PDAF","3 GB, 4 GB","Single 5 MP, f/2.2, 27mm (wide), 1/5.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,Wi-Fi 802.11 b/g/n,Y,219- Realme c33.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.frandroid.com/wp-content/uploads/2022/11/realme-c33-frandroid-2022.png,OK,2023-11-14,OK,2023-11-23,,,,,,frandroid.com,,Hayet. KEIDA,778.0,"30,300 DZD"
DJZ-00220,220.0,Realme,Realme C3,Smartphone,Smartphone,,,https://images.frandroid.com/wp-content/uploads/2020/02/realme-c3-frandroid-2020-ofiiciel.png,220- Realme C3.jpg," 2020, February 14",2020-02-14, 5000 mAh,"5.0, A2DP, LE, aptX",Mediatek Helio G70 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),720 x 1600 px,6.5 Inches,"IPS LCD, 480 nits (typ)",Mali-G52 2EEMC2,"32 GB, 64 GB",4G,No,Android 10.0,"Dual 12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25µm, PDAF","2 GB, 4 GB","Single 5 MP, f/2.4, 27mm (wide), 1/5"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, OTG",Wi-Fi 802.11 b/g/n,Y,220- Realme C3.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://images.frandroid.com/wp-content/uploads/2020/02/realme-c3-frandroid-2020-ofiiciel.png,OK,2023-11-14,OK,2023-11-23,,,,,,frandroid.com,,Hayet. KEIDA,758.0,"22,600 DZD"
DJZ-00221,221.0,Realme,Realme narzo 20,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-20.jpg,221- Realme narzo 20.jpg,"2020, September 28",2020-09-28, 6000 mAh,"5.0, A2DP, LE, aptX HD",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 450 nits (typ), 560 nits (peak)",Mali-G52 MC2,"64 GB, 128 GB",4G,No,Android 10.0,"Triple 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF",4 GB,"Single 8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,221- Realme narzo 20.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-20.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,GSMARENA,,Hayet. KEIDA,603.0,"32,600 DZD"
DJZ-00222,222.0,Realme,Realme narzo 30A,Smartphone,Smartphone,,,https://mob4g.com/wp-content/uploads/2021/02/Realme-Narzo-30A.jpg,222- Realme narzo 30A.jpg,"2021, March 05",2021-03-05, 6000 mAh,"5.0, A2DP, LE",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 470 nits (typ), 570 nits (peak)",Mali-G52 MC2,"32 GB, 64 GB",4G,No,Android 10.0,"Dual 13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF","3 GB, 4 GB","Single 8 MP, f/2.0, 26mm (wide), 1/4"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,222- Realme narzo 30A.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mob4g.com/wp-content/uploads/2021/02/Realme-Narzo-30A.jpg,OK,2023-11-14,OK,2023-11-23,,,,,,,,Hayet. KEIDA,474.0,"28,400 DZD"
DJZ-00223,223.0,Realme,Realme C25S,Smartphone,Smartphone,,,https://fdn2.gsmarena.com/vv/bigpic/realme-c25s.jpg,223- Realme C25S.jpg,"2021, June 09",2021-06-09, 6000 mAh,"5.0, A2DP, LE",Mediatek MT6769Z Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),720 x 1600 px,6.5 Pouces,"IPS LCD, 480 nits (typ), 570 nits (peak)",Mali-G52 MC2,"64 GB, 128 GB",4G,No,Android 11.0,"Triple 48 MP, f/1.8, 26mm (wide), PDAF (International model)",4 GB,"Single 8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µm","Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Y,223- Realme C25S.jpg,Available,Ok,Sent,2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/realme-c25s.jpg,OK,2023-11-15,OK,2023-11-23,,,,,,GSMARENA,,Hayet. KEIDA,710.0,"34,600 DZD"
